gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharge,HighCharge,LowTenureHighCharge,Persona_Cluster
1,0,0,0,-0.4304078225994724,1,2,1,0,2,0,0,0,0,0,1,2,0.4766724556503998,-0.2511618126748434,0.5202385514175832,0,0,1
1,0,0,0,-0.9601500007016792,1,0,0,2,0,2,2,0,2,0,1,0,0.10797476194787,-0.7580653071416612,-0.0536350667283539,0,0,0
1,0,0,0,1.5663126948626918,1,2,2,1,1,1,1,1,1,2,0,0,-1.3103487985114122,-0.1774379864247925,-1.0789114001554596,0,0,0
0,0,1,1,1.5255632965471373,1,0,2,1,1,1,1,1,1,2,1,3,-1.5212704521160123,-0.3957308299323946,-1.295680384110279,0,0,0
0,0,0,0,-1.163896992279451,1,2,0,0,0,0,2,2,0,0,1,3,-0.0199068705525568,-0.9004368929163497,-0.2858008877022729,0,0,0
1,0,0,0,-1.2861451872261145,1,0,0,0,0,0,2,0,0,0,1,2,-0.5214685980217646,-0.9899602515281848,-1.1349486050064583,0,0,0
0,0,1,1,0.6290765336049412,1,2,1,2,2,0,0,2,2,1,1,1,1.270535057406298,1.2023072673500048,1.422545015346527,1,0,0
1,0,0,0,-1.163896992279451,1,0,2,1,1,1,1,1,1,0,1,3,-1.4963584457847603,-0.9855873628772877,-1.5537960339657482,0,0,0
0,1,1,0,0.2215825504493974,1,2,1,0,0,0,0,0,0,0,1,0,0.3305220185070548,0.2496328222696154,0.4663541156842562,0,0,0
1,0,0,0,-1.041648797332788,1,2,2,1,1,1,1,1,1,0,0,3,-1.3784416158168342,-0.9355957966421564,-1.233934032553478,0,0,0
1,0,1,1,0.9143223218138218,1,0,0,0,0,2,2,0,0,2,1,1,-0.3238333477938317,0.3595263707275901,-0.1185073345339629,0,0,0
1,0,1,1,0.6698259319204956,1,0,0,2,2,0,2,0,0,0,0,1,-0.17934371107257,0.2937792207603316,0.0023530544395636,0,0,0
1,1,1,0,1.1995681100227022,1,2,1,0,2,2,0,2,2,1,1,2,1.2871430616271329,1.7937679252773877,1.3739807363191292,1,0,0
0,1,1,0,0.6290765336049412,1,0,0,0,2,0,0,0,2,1,1,0,-0.200934116559655,0.2144079955993228,-0.0785809304221908,0,0,0
1,0,0,0,-1.2861451872261145,1,0,1,0,0,0,0,0,0,0,1,2,0.1362083691232887,-0.9812584228560478,-0.8109962966707577,0,0,1
1,0,0,0,-1.2861451872261145,1,0,2,1,1,1,1,1,1,0,1,3,-1.5030016474730945,-1.0029470715919049,-1.618422883355951,0,0,1
1,0,1,1,1.36256570328492,1,2,0,0,0,2,0,2,0,2,1,0,-0.0564444798383934,0.8296888108009398,0.1046708000926805,0,0,0
0,1,1,0,-1.2861451872261145,1,0,1,0,0,0,0,0,0,0,1,3,0.1810499805195427,-0.9806651163556748,-0.7889086392842325,0,0,1
1,0,0,0,-1.2046463905950056,1,0,1,0,2,2,0,0,2,0,0,2,0.8437093489308467,-0.8936468296343032,0.2545286568829045,1,1,1
0,0,0,0,-0.1451620343905918,1,2,0,0,2,0,0,0,0,1,1,2,-0.3238333477938317,-0.2995712282423134,-0.1743263896823786,0,0,0
1,0,1,0,1.158818711707148,0,1,0,2,0,2,2,2,2,2,1,3,-0.0946428895463132,0.6491258658540939,0.0528501364808522,0,0,0
1,0,0,0,-1.2861451872261145,1,0,2,1,1,1,1,1,1,0,0,3,-1.4747680402976753,-1.0025735082398182,-1.604515839816287,0,0,0
1,0,0,0,-0.8786512040705705,1,0,0,0,0,0,0,0,0,0,0,1,-0.6576542326326088,-0.7953996680355022,-0.5999364594217405,0,0,1
0,0,1,0,0.4660789403427237,1,0,0,2,2,2,0,0,0,1,1,3,-0.1162332950333982,0.1847426705806734,0.0379332709308447,0,0,0
1,0,1,0,0.6290765336049412,1,0,2,1,1,1,1,1,1,2,0,3,-1.519609651693929,-0.6358221937499972,-1.3705168935354597,0,0,0
1,0,1,1,1.403315101600474,1,2,1,0,2,2,2,2,2,2,1,0,1.5346023245175695,2.2980564762795983,1.6823585613366696,1,0,0
1,0,0,0,1.5663126948626918,1,2,1,2,0,0,2,0,2,1,0,1,1.0845254101329496,1.92759150258374,1.0979272205669348,1,0,0
0,0,0,0,0.832823525182713,1,0,2,1,1,1,1,1,1,2,0,1,-1.4996800466289273,-0.5503421090666296,-1.3055295529984146,0,0,0
1,0,0,1,0.6698259319204956,1,2,1,2,2,2,0,2,2,1,1,1,1.4681703076342307,1.313453351753211,1.5207731517831515,1,0,0
1,0,1,0,1.2810669066538112,1,2,0,0,2,0,2,0,2,1,1,3,0.1710851779870419,0.9575793231035616,0.3141275751472288,0,0,0
0,0,1,0,1.0773199150760393,1,2,0,0,2,0,2,2,2,1,1,2,0.5015844619816519,1.0509701611252356,0.6179933300989446,0,0,0
0,0,1,0,1.5255632965471373,1,0,0,2,2,2,2,2,2,2,0,1,0.7125061155862527,1.603404435916973,0.8007689830222227,0,0,0
0,0,1,0,0.6290765336049412,1,0,0,0,2,2,0,0,2,1,1,2,0.0216131399995298,0.3484293417391323,0.1250662689737524,0,0,0
1,0,0,0,-1.2453957889105598,1,0,0,0,2,0,0,0,0,0,1,3,-0.4882525895800952,-0.9708645719421062,-0.9298878845784726,0,0,1
0,0,1,1,0.0585849571871799,1,0,2,1,1,1,1,1,1,1,1,0,-1.49137604451851,-0.7118533230570541,-1.303843221170511,0,0,0
0,1,1,0,0.7920741268671586,1,2,1,0,2,2,0,2,2,1,1,2,1.3784870848417234,1.4590991104373654,1.529400149313883,1,0,1
0,1,1,0,-1.0008993990172337,1,2,1,0,2,0,0,0,0,0,1,1,0.5198532666245703,-0.7333002543297962,0.3610129804562134,0,0,1
0,0,1,1,-0.389658424283918,1,2,0,2,2,2,2,2,2,2,1,1,0.8669605548400149,-0.0455042001937028,1.0556834396188384,1,0,0
0,0,1,1,-0.389658424283918,0,1,0,2,0,0,2,0,0,2,0,3,-1.0097439221143043,-0.6541267980022452,-0.8324704080187679,0,0,0
1,0,0,0,-1.2861451872261145,1,0,0,2,0,0,0,0,0,0,1,1,-0.50486059380093,-0.9897405083798984,-1.1267679911595974,0,0,0
0,0,1,1,-0.9601500007016792,1,0,1,0,0,0,2,0,0,0,1,2,0.360416426104557,-0.7270595489184655,0.1772218560300669,0,0,1
0,0,1,1,0.955071720129376,1,0,2,1,1,1,1,1,1,2,1,1,-1.501340847051011,-0.519446222417577,-1.2986469936683849,0,0,0
1,0,0,0,-1.0823981956483424,1,2,1,0,0,0,0,0,0,0,1,2,0.3288612180849715,-0.8051562638194135,0.2545870898389536,0,0,1
0,0,0,1,-0.3081596276528093,0,1,0,2,0,0,2,0,0,2,0,0,-0.9947967183155532,-0.6405027228084951,-0.8787695360020609,0,0,0
1,0,1,1,-0.3081596276528093,1,0,0,2,0,0,2,0,0,0,0,2,-0.3553885558134178,-0.441701096553887,-0.3094617400593483,0,0,0
1,0,0,0,-0.4711572209150268,1,2,1,0,0,0,0,0,0,0,1,2,0.2890020079549681,-0.3265996354815273,0.3768288338934788,0,0,1
1,0,1,1,1.607062093178246,1,0,1,2,2,0,2,2,2,2,0,0,1.345271076400054,2.3335449947278346,1.47034157249171,1,0,0
1,0,1,1,0.4253295420271693,1,2,2,1,1,1,1,1,1,2,0,3,-1.3535296094855822,-0.5378826725587968,-1.1398941579229698,0,0,0
0,0,1,1,-0.8786512040705705,1,0,0,2,0,0,0,0,0,0,0,0,-0.4650013836709266,-0.7559777472329414,-0.3553361054005926,0,0,0
1,0,1,1,0.9958211184449304,1,0,2,1,1,1,1,1,1,1,0,3,-1.5146272504276788,-0.5450682735077587,-1.342623360663671,0,0,0
0,0,0,0,-0.389658424283918,1,0,2,1,1,1,1,1,1,0,1,0,-1.4847328428301765,-0.8048046747821554,-1.2999243175848243,0,0,0
1,0,1,1,1.607062093178246,1,2,2,1,1,1,1,1,1,2,0,0,-1.351868809063499,-0.2894410691063154,-1.204965694479319,0,0,0
0,0,0,0,0.4660789403427237,1,2,0,0,0,0,0,0,0,0,1,3,-0.4932349908463456,-0.0715217889507999,-0.3860770343229086,0,0,0
1,0,1,1,1.607062093178246,1,2,2,1,1,1,1,1,1,2,0,1,-1.3103487985114122,-0.190798369840599,-1.1043553504832653,0,0,0
1,0,0,0,-1.2861451872261145,1,2,1,0,0,0,0,0,0,0,1,3,0.3072708125978862,-0.9789950684286988,-0.726735974048088,0,0,1
0,0,0,0,0.955071720129376,0,1,0,2,2,2,2,0,0,2,0,0,-0.6626366338988594,0.1135019419062577,-0.4718596208789531,0,0,0
0,1,1,1,0.0585849571871799,1,2,1,0,2,0,0,0,0,0,1,3,0.4849764577608171,0.1830286740240405,0.5998557405413326,0,0,0
0,0,0,0,1.4848138982315828,1,2,2,1,1,1,1,1,1,2,0,1,-1.341904006530998,-0.2741469459855895,-1.1571297551226618,0,0,0
1,1,1,0,-0.2266608310217006,1,2,1,0,0,0,0,0,0,0,1,2,0.3487908231499729,-0.1792618545555687,0.2718248118734113,0,0,1
1,0,0,0,-0.9194006023861248,1,0,1,2,0,2,0,2,2,1,1,2,1.1260454206850363,-0.5435959944142404,1.2264227664984018,1,1,1
0,0,0,0,0.2623319487649518,0,1,0,2,2,0,2,0,0,1,0,0,-0.79217906682137,-0.2641046841089059,-0.5501165210943562,0,0,0
1,0,1,1,1.607062093178246,1,2,0,2,2,2,2,2,2,2,0,1,0.8254405442879281,1.872677689826995,1.000281259587002,0,0,0
0,0,0,0,0.6290765336049412,0,1,0,2,2,0,0,2,0,0,1,2,-0.6709406360092768,-0.0867060404973825,-0.5361276714162235,0,0,0
1,0,0,0,-0.3489090259683637,1,0,2,1,1,1,1,1,1,2,0,3,-1.469785639031425,-0.7975751252035365,-1.3040582544487715,0,0,0
1,0,0,1,-0.2266608310217006,1,0,2,1,1,1,1,1,1,0,0,3,-1.522931252538096,-0.7754689644859355,-1.313578151648276,0,0,0
0,0,0,1,0.0585849571871799,1,0,0,2,0,2,2,2,0,2,0,1,0.0880451568828685,0.0164633676230314,0.2455182950601478,0,0,0
0,1,0,0,-0.2674102293372549,1,0,1,0,0,0,0,2,2,0,1,2,0.8719429561062655,0.0219569463301887,0.9086899282186652,1,0,1
0,0,1,0,0.5475777369738324,1,0,0,2,2,0,2,0,2,1,0,3,0.1860323817857928,0.4083752725916327,0.3079724330888345,0,0,0
0,0,1,1,1.5663126948626918,1,0,2,1,1,1,1,1,1,2,0,0,-1.4996800466289273,-0.4287142764901672,-1.3387595094300626,0,0,0
1,0,0,0,0.4253295420271693,1,2,1,0,0,0,0,0,0,0,1,1,0.3438084218837223,0.3777650520353522,0.4095512892809233,0,0,0
0,0,1,1,-0.9194006023861248,1,0,0,0,0,2,2,0,0,0,0,1,-0.3254941482159151,-0.7794243411550889,-0.3698381026745737,0,0,0
0,0,0,0,-1.2861451872261145,1,0,1,0,0,0,0,0,0,0,1,2,0.1744067788312087,-0.9807530136149892,-0.792180884822977,0,0,1
1,0,1,0,-0.1859114327061462,1,2,1,0,2,2,0,2,0,0,0,1,1.0496486012691963,0.1681081142554012,1.0873574600132652,1,0,1
1,0,0,0,-0.3489090259683637,1,0,0,2,2,0,2,0,0,0,0,0,-0.151110103897151,-0.3784370441622636,-0.0557620263285379,0,0,0
0,1,0,0,-0.8786512040705705,1,2,1,0,0,0,0,0,2,0,1,1,0.6576997016574979,-0.613078777902366,0.5313060920350398,0,0,1
1,0,0,0,-0.5119066192305812,1,0,2,1,1,1,1,1,1,2,1,3,-1.5046624478951778,-0.8273063731666717,-1.2880429498548596,0,0,0
0,1,1,0,1.0365705167604848,1,2,1,0,0,0,2,2,2,0,1,0,1.1758694333475403,1.5153313820838274,1.2473848016714837,1,0,1
1,0,0,0,0.9958211184449304,1,0,0,2,0,2,0,2,2,2,1,0,0.3105924134420529,0.8857892365584303,0.4942065380893032,0,0,0
0,1,1,0,1.5255632965471373,1,2,1,2,2,2,2,2,2,2,1,2,1.6159815451996595,2.3788560319044683,1.6139680873655535,1,0,0
1,0,1,1,1.607062093178246,0,1,0,2,2,2,2,2,2,2,1,0,0.0216131399995298,1.0383569044136025,0.1493181183880338,0,0,0
0,0,0,1,0.5475777369738324,1,0,1,0,2,2,0,2,2,0,1,2,1.1559398282825384,0.918267273875144,1.115729725440178,1,0,1
0,0,1,1,-1.0008993990172337,1,0,0,0,0,0,2,2,2,0,1,2,0.1179395644803707,-0.7636028344784758,0.1103226139046248,0,0,0
1,0,1,1,1.607062093178246,1,2,1,0,0,0,0,0,2,2,1,1,0.6477348991249973,1.6827976353928105,0.8066136315028184,0,0,0
0,0,0,1,-1.163896992279451,0,1,0,2,2,2,0,2,2,0,1,3,-0.2590621313325764,-0.9132918670910976,-0.4772272517188234,0,0,0
1,0,1,1,-1.0008993990172337,1,0,0,0,0,0,0,2,0,0,1,2,-0.3520669549692508,-0.8028269864475789,-0.2141750686875332,0,0,0
1,0,1,1,0.4253295420271693,1,2,1,0,0,2,2,2,2,1,1,1,1.305411866270051,0.9449001434474428,1.3692488473429183,1,0,1
1,0,1,1,-0.5119066192305812,1,0,0,0,0,2,0,0,0,0,1,2,-0.5115037954892637,-0.5985977044302992,-0.4771493411107581,0,0,0
0,0,0,0,0.0585849571871799,1,2,0,2,2,0,2,0,0,1,1,3,-0.0199068705525568,-0.0936499239832294,0.011272260850884,0,0,0
0,0,0,0,-1.2453957889105598,1,2,0,0,0,0,2,0,0,0,1,3,-0.3537277553913341,-0.9601850549353924,-0.6648359959401721,0,0,1
1,0,1,0,-0.5119066192305812,1,0,1,0,0,0,0,2,2,0,1,3,0.7972069371125095,-0.2115640973536535,0.8950901987441476,0,0,1
0,0,0,0,-1.2861451872261145,1,0,1,0,0,0,0,0,0,0,0,3,0.2026403860066275,-0.9803794502629026,-0.7782738412833131,0,0,1
1,1,1,0,-0.7564030091239073,1,2,1,0,0,0,0,0,0,0,1,2,0.335504419773305,-0.5662734873173858,0.2690628808174947,0,0,1
0,0,0,0,0.5883271352893868,1,2,1,0,2,2,0,2,2,0,1,2,1.375165483997557,1.2420368285601662,1.554257767693995,1,0,1
0,0,0,0,-1.2861451872261145,1,0,2,1,1,1,1,1,1,0,1,3,-1.4863936432522598,-1.0027273284436184,-1.61024226950909,0,0,1
1,0,1,0,-0.4304078225994724,1,0,1,0,0,2,0,2,0,0,1,0,0.7307749202291707,-0.1982916111971615,0.6913912202484344,0,0,0
1,0,1,1,0.5475777369738324,1,0,2,1,1,1,1,1,1,2,1,3,-1.488054443674343,-0.6084202231586965,-1.302807838919498,0,0,0
1,0,1,1,1.607062093178246,1,2,1,2,2,0,2,0,2,2,1,1,1.0878470109771163,2.061085465167662,1.1924472407458715,1,0,0
1,0,0,1,-0.389658424283918,0,1,0,2,0,2,2,0,0,2,0,3,-0.8270558756851227,-0.6346575550640797,-0.77207020911611,0,0,0
1,0,0,0,-1.2861451872261145,1,0,1,0,0,0,0,2,2,0,1,2,0.8154757417554275,-0.9722709280911384,-0.4764091903341374,0,0,1
1,0,0,0,0.1808331521338431,1,2,1,2,0,0,0,2,0,0,1,2,0.8686213552620987,0.4691122787779637,0.9597621542758616,1,0,0
1,0,0,0,1.607062093178246,1,0,2,1,1,1,1,1,1,2,1,1,-1.501340847051011,-0.3661314278582312,-1.2831858104397174,0,0,0
1,1,1,0,1.607062093178246,1,2,0,2,2,2,0,2,2,2,0,1,0.6460740987029139,1.5812763008845436,0.7030672315781653,0,0,0
0,1,0,0,-0.0229138394439287,1,0,1,0,2,0,0,0,0,0,1,2,0.3122532138641368,-0.0109386029682693,0.3162427119488464,0,0,1
1,0,0,0,0.0993343555027343,1,2,2,1,1,1,1,1,1,1,0,0,-1.288758393024327,-0.5919614613520532,-1.0735940011549998,0,0,0
0,0,1,1,-0.7564030091239073,1,0,2,1,1,1,1,1,1,2,0,3,-1.5345568554926805,-0.8993162028600895,-1.3840755653562025,0,0,0
0,0,1,0,0.955071720129376,1,2,1,0,0,2,2,2,2,2,0,0,1.2688742569842146,1.5129361817675069,1.356148775041577,1,0,0
0,0,1,1,0.6698259319204956,1,2,1,0,2,0,0,2,2,1,0,3,1.1775302337696238,1.16022645445318,1.292599470366501,1,0,0
0,1,1,0,0.1808331521338431,1,2,1,0,0,0,0,0,0,0,1,2,0.3820068315916423,0.2488856955654421,0.5282563017851132,0,0,1
1,0,0,0,-1.2861451872261145,1,2,2,1,1,1,1,1,1,0,1,3,-1.3286176031543302,-1.0006397685348989,-1.5325264379639092,0,0,0
1,0,1,0,-1.0823981956483424,1,2,1,0,0,0,0,2,0,0,1,2,0.5929284851962426,-0.8093533579516817,0.2099443114175114,0,0,1
1,0,1,1,1.4440644999160286,1,0,0,2,2,0,2,2,2,2,0,0,0.5929284851962426,1.5270436918874866,0.7978577598785981,0,0,0
1,0,1,0,1.5663126948626918,1,0,0,2,0,0,2,0,0,2,0,0,-0.3487453541250838,0.6488401997613217,-0.2244462838508147,0,0,0
1,0,1,1,0.3845801437116149,1,0,0,2,2,0,0,0,0,0,0,3,-0.3487453541250838,-0.0003030345912126,-0.1904111253111991,0,0,0
0,0,1,1,-0.1044126360750375,1,0,2,1,1,1,1,1,1,2,0,3,-1.5046624478951778,-0.7482647627280926,-1.3090109564061227,0,0,0
0,0,1,0,-1.2861451872261145,0,1,0,0,0,0,0,0,0,0,1,2,-1.3352608048426642,-1.000727665794213,-1.5357986835026538,0,0,1
1,0,1,1,1.5663126948626918,1,0,0,2,2,2,2,2,2,2,0,0,0.6792901071445833,1.6384314937538078,0.7989030605368078,0,0,0
1,0,0,0,-1.2861451872261145,1,0,0,0,2,0,0,0,0,0,1,2,-0.4733053857813439,-0.9893229963981548,-1.111224824850561,0,0,1
0,0,1,1,1.607062093178246,1,2,0,2,0,2,2,2,2,2,1,0,0.6377700965924965,1.6193797627973867,0.7419307505109247,0,0,0
0,0,0,0,-0.6749042124927986,1,0,2,1,1,1,1,1,1,1,0,3,-1.526252853382263,-0.8680687271737788,-1.312804774288804,0,0,0
0,0,1,0,-1.2861451872261145,1,0,1,0,0,0,0,2,0,0,0,2,0.4584036510074817,-0.9769954057792936,-0.6522923880416517,0,0,1
0,0,0,0,-1.163896992279451,1,2,1,0,0,0,0,0,0,0,1,2,0.3537732244162235,-0.8787482441804927,0.0371697469718045,0,0,1
1,0,0,0,0.5475777369738324,1,2,1,2,0,0,0,2,0,0,1,1,0.8021893383787599,0.8542341204645187,1.0142901137391005,0,0,0
1,0,0,0,-0.8786512040705705,1,0,2,1,1,1,1,1,1,0,1,1,-1.4797504415639258,-0.9073368277725392,-1.2944705750202503,0,0,0
1,0,0,0,1.607062093178246,1,2,2,1,1,1,1,1,1,2,0,0,-1.3369216052647477,-0.2303960851617888,-1.1447429289820157,0,0,0
1,0,1,0,1.607062093178246,1,2,1,2,2,2,0,2,2,2,1,2,1.483117511432982,2.4516349626168883,1.5907871034863177,1,0,0
1,0,1,1,-0.4304078225994724,1,0,1,0,2,2,0,2,2,1,1,3,1.164243830392956,-0.0929906945383705,1.0322738424585087,1,0,1
0,1,0,0,0.9958211184449304,1,0,0,2,0,2,2,2,0,2,0,0,0.1611203754545408,0.7476367192308385,0.316856471692007,0,0,0
1,0,1,1,-0.5934054158616899,1,0,0,0,0,2,0,0,2,0,0,2,-0.250758129222159,-0.576161928990269,-0.235081081851734,0,0,0
0,0,0,0,0.5883271352893868,1,2,1,0,2,2,0,2,2,0,1,2,1.3735046835754727,1.1194860747609017,1.36416075342756,1,0,1
1,0,0,0,0.9143223218138218,1,2,0,0,0,2,0,2,2,2,1,0,0.4251876425658124,0.8884261543378658,0.584704075037825,0,0,0
1,0,0,0,-0.9601500007016792,1,2,1,0,2,0,0,2,2,0,1,1,1.139331824061704,-0.6078488909731522,1.0648184584144995,1,1,1
1,0,0,0,1.0365705167604848,1,2,2,1,1,1,1,1,1,2,1,1,-1.3468864077972482,-0.3464204674569509,-1.1020874951470332,0,0,0
1,0,1,1,-0.6341548141772443,1,2,0,2,0,2,0,2,0,1,1,0,0.1777283796753755,-0.4835182176727682,0.2429394539331849,0,0,0
0,0,1,1,1.4440644999160286,0,1,0,0,2,2,2,2,2,2,0,1,-0.1560925051634015,0.7942222666675324,0.0070887999395491,0,0,0
1,0,1,0,-1.163896992279451,1,0,0,0,0,0,2,0,0,0,0,3,-0.4965565916905126,-0.9328050586589204,-0.7678026555593309,0,0,0
1,0,1,0,0.3845801437116149,1,2,1,0,0,2,2,2,2,1,1,2,1.438275900036728,1.0039231530771404,1.5484449342309103,1,0,1
1,0,1,1,1.1180693133915935,1,0,0,2,2,2,2,0,0,1,1,0,0.0282563416878633,0.7148070928768666,0.1657153532749737,0,0,0
1,0,0,0,-0.7971524074394618,1,2,1,2,0,0,0,2,2,0,0,3,1.1011334143537843,-0.4709489095907924,0.9339286368647216,1,0,1
1,0,1,1,0.2623319487649518,1,0,0,2,2,2,0,0,0,1,0,2,-0.1727005093842362,0.0184630302724365,-0.0241439538104198,0,0,0
0,1,0,0,-0.2266608310217006,1,2,1,0,0,2,0,0,0,0,1,2,0.4334916446762297,-0.0731039396184611,0.5541144225461688,0,0,0
0,0,1,0,1.607062093178246,1,2,0,2,2,2,2,2,2,2,1,0,0.8686213552620987,1.9056391620699389,1.0339002206014996,1,0,0
1,0,1,1,-0.5119066192305812,1,0,2,1,1,1,1,1,1,2,0,3,-1.4930368449405935,-0.8358324073201798,-1.3182722657842132,0,0,0
0,0,1,1,-1.0823981956483424,1,0,2,1,1,1,1,1,1,1,0,3,-1.5046624478951778,-0.9701174452379328,-1.500037714400661,0,0,0
1,0,0,0,-0.715653610808353,1,2,0,0,0,0,0,0,0,0,1,2,-0.5314334005542654,-0.6823418182422051,-0.4092258991167903,0,0,1
1,0,0,0,1.607062093178246,0,1,0,2,2,2,2,2,2,2,1,0,-0.0431580764617255,0.9505914909880576,0.0598020315267643,0,0,0
0,0,0,1,0.7105753302360499,1,0,0,2,0,2,2,2,0,1,1,1,0.1926755834741268,0.5169723364747181,0.2900822462781355,0,0,0
0,0,0,0,-0.715653610808353,1,2,0,2,0,0,0,0,0,0,1,3,-0.3088861439950804,-0.6161771562932027,-0.1013280454555546,0,0,0
0,0,0,0,1.5663126948626918,1,2,1,0,2,2,2,2,2,2,1,2,1.5362631249396528,2.49729758883078,1.6870677611050504,1,0,0
0,0,0,0,0.0993343555027343,0,1,0,0,0,0,0,0,0,0,0,2,-1.3568512103297492,-0.6545443099839892,-1.203029491354225,0,0,1
0,0,0,0,-0.1451620343905918,1,2,0,2,0,0,0,0,2,0,1,2,0.0365603437982806,-0.1712632039579476,0.1441176386631023,0,0,0
1,0,1,1,0.5475777369738324,1,0,2,1,1,1,1,1,1,2,0,1,-1.4963584457847603,-0.6326139437850172,-1.3411348850701117,0,0,0
0,0,0,0,-0.715653610808353,0,1,0,2,2,2,2,0,0,1,0,3,-0.6344030267234404,-0.7068651535909553,-0.523345462280503,0,0,0
0,0,0,0,0.0585849571871799,1,0,0,2,2,0,0,0,0,1,0,3,-0.3321373499042491,-0.1831293339654074,-0.1790789367743645,0,0,0
0,1,1,1,0.9958211184449304,1,0,1,0,2,2,2,2,0,0,1,1,1.0064677902950263,1.4351910559038168,1.1994882877417927,1,0,0
1,0,0,0,1.2403175083382567,1,2,0,2,2,2,2,0,0,1,0,0,0.126243566590788,0.795255059464478,0.1605282908988161,0,0,0
1,0,0,0,-0.8786512040705705,1,0,1,0,0,2,0,0,0,0,0,2,0.2624292012016327,-0.6519293665193823,0.2902506706808648,0,0,1
0,1,0,0,0.4660789403427237,1,0,0,0,0,2,2,2,2,1,0,0,0.3272004176628876,0.4246362655648183,0.4348566547805468,0,0,0
0,0,1,1,-0.7564030091239073,1,0,1,0,0,0,0,0,0,0,0,2,0.1727459784091253,-0.5517045165860046,0.3413795072237469,0,0,1
1,0,0,0,-1.1231475939638966,1,0,1,0,0,0,0,0,0,0,1,2,0.1561379741882906,-0.8723537185653615,-0.2132661115934378,0,0,1
1,0,0,0,-0.389658424283918,1,0,0,0,0,0,0,2,2,1,1,0,-0.0032988663317221,-0.3480905153839267,0.1169580006915232,0,0,0
1,0,0,0,-1.163896992279451,1,0,1,0,0,2,0,0,0,0,1,2,0.2956452096433021,-0.8881971995568032,-0.1035368111942069,0,0,1
0,0,1,1,-0.8786512040705705,1,0,2,1,1,1,1,1,1,1,0,3,-1.4747680402976753,-0.908831081180886,-1.3037419373800263,0,0,0
1,0,1,1,1.4848138982315828,1,0,0,2,2,2,0,0,0,2,1,0,-0.1743613098063196,0.7770383524715444,-0.0390268277161021,0,0,0
1,0,1,1,0.506828338658278,1,0,2,1,1,1,1,1,1,2,0,2,-1.5212704521160123,-0.6144631597365695,-1.2987031534888438,0,0,0
